sample	PC1	PC2	PC3	PC4	PC5	label	core	flowcell	depth_in_core_cm	y_bp	library_concentration	temp	temp_method	mis	initial	avg_leng_initial	derep	avg_len_derep	sst	age_kyr	total_tax_abund_tad	detected_taxa_tad	total_n_reads	total_n_reads_tad	total_tax_abund_read	total_tax_abund_aln	threshold	log_total_tax_abund_tad	log_total_n_reads	log_total_n_reads_tad
LV3003047101	10.3872963288057	-4.51913642104729	1.03474487024708	1.36347582254564	-2.28677554582761	LV3003047101	ST8		514.2	85230	13.39	6.03814425097629	mgca_jonkers_2013	3.9753	127819917	64.4	11082300	71.1	8.34374151531365	85.23	24292	7	166550	31238	100636	105181	3	4.38548115016924	5.22154724461157	4.49469712311074
LV3003047100	8.45913103245168	-1.22964512712929	-0.352222161789069	-2.18052451437508	-3.75384929036232	LV3003047100	ST8		519.2	86611.75	84.21	6.32482416993271	mgca_jonkers_2013	4.13341	95184735	62.5	20731269	66.1	8.5396208419164	86.61175	38924	13	241976	53882	145836	151399	3	4.59022862124016	5.38377408809701	4.73145176758501
LV3003061556	-0.559660188891954	10.5014964313598	-8.32060395608677	-0.730606701609507	-4.80909996761608	LV3003061556	ST13		189.8	86617.4	171.57	7.55543370271281	mgca_jonkers_2013	4.134088	66695607	68.8	34433301	71.6	8.5404217959206	86.6174	128346	25	373201	158307	259759	267444	3	5.1083857218686	5.57194396247703	5.19950286222854
LV7008886719	11.6253355560687	-2.93869507358427	-6.71886494273958	1.18252870972802	-9.04109990779733	LV7008886719	GeoB25202_R1		195.5	87282.5	42.16	8.63470754958333	uk37_alkenone	4.160225	234101729	39.4	26822639	40.8	8.63470754958333	87.2825	73433	10	314641	103157	183477	196539	3	4.86589718516838	5.49781669397315	5.01350291356106
LV7008886731	9.51766193576137	-1.1429621486917	-8.72850033002284	-0.914951198862248	-8.58866093020543	LV7008886731	GeoB25202_R2		195.5	87282.5	63.44	8.63470754958333	uk37_alkenone	4.160225	79646998	39.2	25551214	40.6	8.63470754958333	87.2825	97390	12	358093	145541	205436	221416	3	4.98851882514419	5.55399704430506	5.16298833858733
LV3003047080	5.4794654150549	-3.08491634413695	-2.80867582631607	-6.644395149926	1.84749635144993	LV3003047080	ST8		524.2	87993.5	86.42	6.61150408888914	mgca_jonkers_2013	4.110455	48772380	63.9	19379963	67.4	8.44662940914954	87.9935	52027	13	277158	84448	152139	158744	3	4.71623713157241	5.44272898571352	4.92659451125394
LV3003047091	11.8058575043724	-5.61189624332531	2.10550031938549	1.26268620654664	-3.1259389144642	LV3003047091	ST8		529.2	89375.25	64.75	6.89818400784556	mgca_jonkers_2013	4.072495	58200278	56.8	10983574	61.4	8.08112030852452	89.37525	22174	5	175535	32107	103780	108159	3	4.34586362850376	5.24436619771363	4.50661325430474
LV3003047090	11.9336833626924	-6.7507006770362	2.93742419557555	1.90348755350108	-2.27257835590303	LV3003047090	ST8		534.2	90757	58.67	7.18486392680198	mgca_jonkers_2013	4.03729	54585489	70.8	9274012	80.3	7.7156112078995	90.757	15575	4	92200	21225	51085	53694	3	4.19245593851198	4.96473563138038	4.32686815989368
LV3003061541	-3.9442051253375	9.81531035455627	-8.90945419908077	-2.38196130471998	-2.36306353065616	LV3003061541	ST13		194.8	91090	185.23	8.51453551396245	mgca_jonkers_2013	4.0255	66138813	67.5	39989469	69.2	7.62752397756975	91.09	163380	34	470696	214098	310696	317994	3	5.2132015499018	5.67274143032785	5.33061463882412
LV3003047089	14.1504388176821	-5.41857604025054	3.9407473006097	3.07881028505762	-6.35673540185216	LV3003047089	ST8		539.2	92138.5	1.23	7.4715438457584	mgca_jonkers_2013	3.96892	470599457	65.4	14420088	86.5	7.35016823882878	92.1385	14360	5	112805	22912	64338	69447	3	4.15718468220161	5.05233219980328	4.36008195510597
LV3003047088	13.5664172384398	-8.62776013208073	4.79335091171346	3.23176954665409	-3.25090591011006	LV3003047088	ST8		544.2	93520	46.2	7.75822376471483	mgca_jonkers_2013	3.8688	27343593	58.7	3769785	62.9	6.98472526975806	93.52	4423	2	39545	6445	22178	23294	3	3.64581511829664	4.59710256202382	3.80929030117632
LV3003047087	14.7321531215065	-9.18002600681471	6.60976359887739	4.22156331024885	-4.85779372873518	LV3003047087	ST8		549.2	94901.5	1.28	8.04490368367125	mgca_jonkers_2013	3.776895	97312152	62.8	5067910	70.1	6.61928230068734	94.9015	1452	1	36443	1712	19913	20802	3	3.16226561429802	4.56162603796589	3.23375736296551
LV3003061528	-13.4971608066588	28.1767432620772	0.799115358219745	-4.86007807479322	-11.6229527699802	LV3003061528	ST13		199.8	95118	368.13	9.4736373252121	mgca_jonkers_2013	3.76764	82665530	65	48781896	67.2	6.56201237466214	95.118	284724	66	715286	361200	514612	526805	3	5.45442560162315	5.85448033202113	5.55774894400548
LV7008886695	6.36858457801574	2.93583694046565	-12.6965190981447	-2.88260021046591	-8.71622763654848	LV7008886695	GeoB25202_R1		201.5	95387.5	81.19	6.490722559125	uk37_alkenone	3.76225	82123360	42.3	30717060	43.5	6.490722559125	95.3875	147712	18	539003	233108	319182	338143	3	5.16941871860116	5.7315919881394	5.36755904132359
LV7008886707	8.00626111114096	-0.136977968106584	-9.45881630570666	-2.05241370941823	-9.13211338623987	LV7008886707	GeoB25202_R2		201.5	95387.5	68.75	6.490722559125	uk37_alkenone	3.76225	69827293	43.2	25105592	44.1	6.490722559125	95.3875	109040	14	410664	166821	239756	253030	3	5.03758982569979	5.61348769054639	5.2222533235713
LV3003047064	14.8596740453956	-10.3181621540463	8.50036794720223	3.61627037907815	-2.94146840368641	LV3003047064	ST8		554.2	96283	31.71	8.33158360262767	mgca_jonkers_2013	3.77264	37955526	51.3	1581576	57.8	6.64358420103273	96.283	2707	1	19541	2353	12091	14343	3	3.43264866001311	4.29096900894852	3.37180645850742
LV3003047079	13.5171144418949	-4.61559820169067	1.77466528112257	3.99413402189077	-6.45567801572319	LV3003047079	ST8		559.2	97520	59.02	7.11639516042118	mgca_jonkers_2013	3.8664	51410020	73	14691354	78.1	6.85473981358423	97.52	15418	7	116249	23451	64139	67110	3	4.18805620843837	5.06539296156199	4.37017988551276
LV3003047078	14.3473075327085	-10.0568514459622	8.40151109500985	3.76828848797942	-2.90788911794458	LV3003047078	ST8		564.2	98757	23.95	5.90120671821468	mgca_jonkers_2013	3.80916	28784307	48.2	1579128	51.4	7.06589542613573	98.757	0	0	9275	0	4040	4475	3	0	3.96736073996595	0
LV3003047077	15.2269103456081	-9.40678226181933	6.66075327582384	4.08829321811805	-4.93608704580288	LV3003047077	ST8		569.2	99714.5	39.39	4.68601827600819	mgca_jonkers_2013	3.801435	34817460	60	3990510	64.6	7.22934045363618	99.7145	3483	2	33742	3569	19349	20310	3	3.54207814633563	4.52818369193201	3.55266821611219
LV3003047074	14.3473075327085	-10.0568514459622	8.40151109500985	3.76828848797942	-2.90788911794458	LV3003047074	ST8		574.2	100672	71.25	3.47082983380169	mgca_jonkers_2013	3.88392	3239870	51.6	919900	52.8	7.39278548113664	100.672	0	0	6534	0	3739	3934	3	0	3.81524559191656	0
LV3003061514	-11.9366707897019	40.3587908041942	10.4312205886113	-3.96589059399205	-10.585045311921	LV3003061514	ST13		204.8	100672.6	311.64	10.4327391364617	mgca_jonkers_2013	3.883986	95754874	64.4	51605616	66.3	7.39288790099721	100.6726	496260	104	984157	563482	793509	808518	3	5.69571014634317	5.99306482710992	5.75088081813268
LV3003047073	14.3473075327085	-10.0568514459622	8.40151109500985	3.76828848797942	-2.90788911794458	LV3003047073	ST8		579.2	101685	16.41	3.39144821384191	mgca_jonkers_2013	3.8789	8394072	50.9	674057	55.5	7.56570434574025	101.685	0	0	4416	0	2917	3058	3	0	3.64512739925839	0
LV7008886768	6.628462542397	0.788133109981045	-7.90830448637005	-4.99125926629328	-8.22574557427984	LV7008886768	GeoB25202_R1		205.5	102295.5	82.16	7.669916553875	uk37_alkenone	3.86591	70034523	44	24756324	45.4	7.669916553875	102.2955	96975	16	442070	154759	259739	273643	3	4.98666426666594	5.6454920259824	5.18965872104921
LV7008886780	-1.63524104905239	10.390289126669	-8.67944230049012	-6.32308050634462	-6.25613883187991	LV7008886780	GeoB25202_R2		205.5	102295.5	96.96	7.669916553875	uk37_alkenone	3.86591	90635071	44.1	32708902	45.2	7.669916553875	102.2955	176918	26	627401	251354	390571	407912	3	5.24777447594	5.79754589878567	5.40028752871592
LV3003047162	14.3473075327085	-10.0568514459622	8.40151109500985	3.76828848797942	-2.90788911794458	LV3003047162	ST8		584.2	102698	24.03	3.31206659388213	mgca_jonkers_2013	3.87396	19240014	49.7	2263696	51.8	7.78994871915485	102.698	0	0	16651	0	6740	7591	3	0	4.22146640221474	0
LV3003047063	14.8528479890013	-10.3146808148376	8.4990509164609	3.61829565621596	-2.94102104014394	LV3003047063	ST8		589.2	103695	26.33	3.23268497392235	mgca_jonkers_2013	3.9078	36052618	54.5	1895929	59.4	8.08727062917724	103.695	2414	1	18546	2113	10707	11598	3	3.38291713508753	4.26827367196662	3.32510498297141
LV3003047062	14.8784078578021	-10.3277165368247	8.50398248031125	3.61071209479526	-2.94269617330885	LV3003047062	ST8		594.2	104692	74.51	3.15330335396257	mgca_jonkers_2013	3.87156	12465076	64.7	2870399	66.7	8.38459253919963	104.692	3707	1	35107	3106	21945	23167	3	3.56913972547246	4.54540608968455	3.49234125325497
LV7008886744	13.7994576429127	-4.96852805066882	-3.95809270778403	-1.76059820356315	-10.8740725850017	LV7008886744	GeoB25202_R1		209.5	105578.5	52.79	8.648961519375	uk37_alkenone	3.936775	48866737	42	21324633	43	8.648961519375	105.5785	72306	9	296777	124123	163621	177222	3	4.8591803431343	5.47243170377435	5.09385576264155
LV7008886756	13.5008334947249	-4.75317829401773	-3.42930462241726	-0.728159039342512	-9.52477503635185	LV7008886756	GeoB25202_R2		209.5	105578.5	62.05	8.648961519375	uk37_alkenone	3.936775	52490713	43.1	18754669	44.3	8.648961519375	105.5785	58039	8	278011	96168	155370	166031	3	4.7637274037657	5.44406354203789	4.98303510011868
LV3003061501	2.7723447973131	8.80627598710699	-5.34070448155378	1.67879218755486	-7.15259796863853	LV3003061501	ST13		209.8	105587.2	182.94	8.79668398759405	mgca_jonkers_2013	3.93808	68988323	65.5	35460711	68.4	8.6530138730751	105.5872	169526	25	472666	250692	298363	316644	3	5.22923887668179	5.67455528239983	5.39914220749704
LV3003047061	14.8575908993174	-10.317099734151	8.4999660215126	3.61688844430985	-2.94133187923434	LV3003047061	ST8		599.2	105689	43.21	3.07392173400279	mgca_jonkers_2013	3.95335	28071056	61.9	2895889	66	8.70043106924403	105.689	2614	1	35070	2263	19958	21166	3	3.41747169320329	4.54494814935143	3.35487642251623
LV3003047060	14.3473075327085	-10.0568514459622	8.40151109500985	3.76828848797942	-2.90788911794458	LV3003047060	ST8		604.2	106686	70.8	2.99454011404301	mgca_jonkers_2013	4.02744	14545489	58.9	3426624	62	9.16482148751936	106.686	0	0	37630	0	22805	23611	3	0	4.57554575934329	0
LV3003047059	14.4531555899078	-9.73855722974685	6.17246436683924	3.45943480128396	-3.791233208259	LV3003047059	ST8		609.2	107683	57.46	2.91515849408323	mgca_jonkers_2013	4.08781	50404610	52.1	4862774	54.7	9.62921190579469	107.683	5100	2	60827	5778	33024	35558	3	3.70765532353119	4.78410353727103	3.76185269446638
LV7008886708	12.9227769533809	-3.80540124325057	-5.06034002303804	-2.48396204655415	-11.1015785185132	LV7008886708	GeoB25202_R1		213.5	109630.5	133.59	10.5363336105	uk37_alkenone	4.06956	52842490	42	23753897	43.3	10.5363336105	109.6305	104278	10	366886	163596	215450	229696	3	5.01819685778049	5.56453232356219	5.21377533542704
LV7008886720	12.5854050066171	2.01096909083386	-10.4185379260247	1.93946440461119	-11.5483625982698	LV7008886720	GeoB25202_R2		213.5	109630.5	81.94	10.5363336105	uk37_alkenone	4.06956	95844104	40.9	36604669	42.2	10.5363336105	109.6305	203846	19	637390	352362	348367	376590	3	5.30930432435804	5.8044059269163	5.54699029889023
LV3003061489	9.11614330892837	0.22667765312155	-2.07911181181577	4.24445996247574	-5.53854370420024	LV3003061489	ST13		214.8	112606.8	63.7	7.16062883872636	mgca_jonkers_2013	3.96932	38606083	72.6	18769932	78.6	11.8540635522199	112.6068	94257	11	248669	126229	164979	170618	3	4.97431822050553	5.39562339435584	5.10116258221484
LV3003061473	13.0911981325759	-6.47395069606049	0.739815346681054	4.45284397954183	-5.35684171939877	LV3003061473	ST13		219.8	117088	32.31	5.52457368985868	mgca_jonkers_2013	3.5312	50561908	67	6601363	79.3	13.8380743760062	117.088	33036	4	108631	40619	74869	77549	3	4.51900060333964	5.03595777531103	4.60873991906879
LV7008886228	14.2013248400256	-9.68827622386271	4.56141421085433	2.83452223182287	-4.88471198427949	LV7008886228	GeoB25202_R2		223.5	120023.5	6.39	15.13774048625	uk37_alkenone	3.269765	88740799	47.1	2660886	51.7	15.13774048625	120.0235	4362	2	34982	8106	17970	24446	3	3.63978521298682	4.54385705007059	3.90886017301728
LV7008886781	13.9376376883544	-9.47794578831341	6.08693638704986	3.61410689429514	-3.75201748334165	LV7008886781	GeoB25202_R1		223.5	120023.5	10.9	15.13774048625	uk37_alkenone	3.269765	10414526	51.1	1644170	53.5	15.13774048625	120.0235	2014	1	19591	3041	10619	12221	3	3.30427505047713	4.29207877211666	3.48315920971698
LV3003061568	13.907748130102	-9.43570876595153	5.91806475415649	3.60285778775388	-3.81360518450592	LV3003061568	ST13		224.8	121635.4	14.6	3.88851854099099	mgca_jonkers_2013	3.209168	4865312	58.4	1285941	66.6	15.0912241071525	121.6354	3691	1	20411	5420	12378	12824	3	3.56726169235387	4.30988555966019	3.73407940728059
LV7008886757	13.9292336124032	-9.46606996395746	6.03945458698922	3.61094397214829	-3.76933415673891	LV7008886757	GeoB25202_R1		227.5	123119.5	7.44	15.0483957938462	uk37_alkenone	3.120315	60956974	49.7	2845166	54	15.0483957938462	123.1195	2388	1	29803	3583	16658	20283	3	3.37821614974988	4.47427455472555	3.55436800099009
LV7008886769	14.3136298576444	-9.95951030586498	4.44246360101702	2.66305776665813	-4.93716263815602	LV7008886769	GeoB25202_R2		227.5	123119.5	14.6	15.0483957938462	uk37_alkenone	3.120315	82179786	49.9	6050113	54.2	15.0483957938462	123.1195	7919	3	69257	16727	35228	40154	3	3.89872518158949	4.84046994604242	4.22344401980962
LV3003061555	14.7652301291842	-9.10466393270777	6.45576509295384	4.26052172685215	-5.02538564523198	LV3003061555	ST13		229.8	126443	21.95	4.18191901963659	mgca_jonkers_2013	3.25303	31281860	66.5	2674404	82.3	13.9174660887275	126.443	2882	1	33545	3250	23379	24326	3	3.45984464238821	4.52564074264232	3.51201696949613
LV3003061539	6.90516808797909	-2.30253390364649	-1.68314290741464	-2.38802057691814	0.630920928013911	LV3003061539	ST13		234.8	130055.6	45.25	4.4753194982822	mgca_jonkers_2013	3.677784	79008042	72.6	11352714	80.9	12.6881606418456	130.0556	42367	12	205740	45725	147835	152253	3	4.62703796342359	5.31332084638333	4.6601632120103
LV3003061527	13.9321048582966	-9.47012732994396	6.05567670637813	3.61202458199498	-3.76341792898617	LV3003061527	ST13		239.8	133775.4	28.59	4.7687199769278	mgca_jonkers_2013	4.634866	2673212	57.9	912714	60.4	11.4223768846317	133.7754	2253	1	13219	3392	8165	8670	3	3.35295391171009	4.12123145514962	3.53058385964512
LV7008886222	12.2816016024	-7.33485792522092	-1.08213851044327	-0.0209040228356572	-7.29916508049126	LV7008886222	GeoB25202_R1		240.5	136277.5	16.76	10.5709554267778	uk37_alkenone	4.81445	109142321	47.1	9773429	50.6	10.5709554267778	136.2775	34520	7	211459	44802	128779	143449	3	4.5380833678135	5.32522822787085	4.65130709524422
LV7008886745	15.1916859956594	-7.97531928335507	1.1136133785734	2.0580161065868	-9.57606035854172	LV7008886745	GeoB25202_R2		240.5	136277.5	11.25	10.5709554267778	uk37_alkenone	4.81445	89746442	46.7	5660422	49.6	10.5709554267778	136.2775	20919	4	118400	29216	75544	84511	3	4.32056168019524	5.07335537039913	4.46563562055333
LV3003061513	6.85901880151945	-4.53185052055915	1.12999789798243	-1.24237198867617	2.99379183419794	LV3003061513	ST13		244.8	138493	185.59	5.06212045557341	mgca_jonkers_2013	4.88014	81908351	85	25619278	146.1	10.3255171456423	138.493	25312	9	154688	30927	99890	102658	3	4.40334361913045	5.18945943193368	4.49035183668448
LV7008886709	12.9976192518042	-9.29004122650804	3.92532999401902	1.52817318221612	-3.62246544205559	LV7008886709	GeoB25202_R1		249.5	147206	17.31	9.36027059022222	uk37_alkenone	4.79734	129046666	45.6	8580922	48.3	9.36027059022222	147.206	9900	3	151513	14401	92366	98072	3	3.99567906051162	5.18045276380753	4.15842280658488
LV7008886721	10.7392388995381	-5.83743371221052	-2.22925664527154	-1.93721050357684	-2.02616673664118	LV7008886721	GeoB25202_R2		249.5	147206	26.71	9.36027059022222	uk37_alkenone	4.79734	88344403	46.7	12106119	49.8	9.36027059022222	147.206	25768	8	204205	32415	126695	133568	3	4.41109756550828	5.31006849841989	4.51075942368019
LV3003061500	1.54603472569011	-1.54548428223675	-10.3957585618843	1.7821805863234	0.6168911844746	LV3003061500	ST13		254.4	148086	431.27	5.62544937457296	mgca_jonkers_2013	4.71344	137614394	67.8	51012190	104.6	9.56141856461617	148.086	105572	19	388359	141648	232971	241750	3	5.02355286279701	5.5892344924155	5.15121351287682
